location,metric,winery,country,lat,lon
"Patriarche Père et Fils winery ,Vin de France, France Other, France",6.0,Patriarche Père et Fils,France,47.0263978,4.838364400000001
"Paul Blanck winery ,Alsace, Alsace, France",5.0,Paul Blanck,France,48.136072,7.285234
"Philippe Viallet winery ,Vin de Savoie, France Other, France",4.0,Philippe Viallet,France,45.5131188,5.9630686
"Pierre Gerbais winery ,Champagne, Champagne, France",4.0,Pierre Gerbais,France,,
"Pierre Sparr winery ,Alsace, Alsace, France",8.0,Pierre Sparr,France,48.1589834,7.326862200000001
"Producteurs Plaimont winery ,Côtes de Gascogne, Southwest France, France",4.0,Producteurs Plaimont,France,43.6503509,-0.1563492
"Producteurs Plaimont winery ,Madiran, Southwest France, France",4.0,Producteurs Plaimont,France,43.6503509,-0.1563492
"René Muré winery ,Alsace, Alsace, France",6.0,René Muré,France,47.94238619999999,7.2829167
"Rieflé winery ,Alsace, Alsace, France",5.0,Rieflé,France,47.9781717,7.2931287
"Robert Karcher et Fils winery ,Alsace, Alsace, France",4.0,Robert Karcher et Fils,France,48.0785454,7.3623188
"Robert Klingenfus winery ,Alsace, Alsace, France",7.0,Robert Klingenfus,France,48.548709,7.492589000000001
"Ruhlmann winery ,Alsace, Alsace, France",5.0,Ruhlmann,France,48.3247126,7.4267405
"Simonnet-Febvre winery ,Crémant de Bourgogne, Burgundy, France",4.0,Simonnet-Febvre,France,47.0525047,4.3837215
"Sipp Mack winery ,Alsace, Alsace, France",5.0,Sipp Mack,France,48.179593,7.307117
"Terre de Vignerons winery ,Atlantique, France Other, France",4.0,Terre de Vignerons,France,44.74090109999999,0.1550884
"The Frenchhouse winery ,Vin de Pays d'Oc, Languedoc-Roussillon, France",4.0,The Frenchhouse,France,43.5912356,3.2583626
"Trimbach winery ,Alsace, Alsace, France",4.0,Trimbach,France,48.1949046,7.3260159
"Vieil Armand winery ,Alsace, Alsace, France",4.0,Vieil Armand,France,47.874649,7.216389499999999
"Vignobles Brumont winery ,Madiran, Southwest France, France",5.0,Vignobles Brumont,France,43.5684425,-0.0252878
"Vinadeis winery ,Vin de France, France Other, France",7.0,Vinadeis,France,43.1494785,2.9516769
"Vinovalie winery ,nan, Southwest France, France",4.0,Vinovalie,France,43.8284818,1.7335365
"Willm winery ,Alsace, Alsace, France",8.0,Willm,France,48.0421083,7.3100843
"Wolfberger winery ,Alsace, Alsace, France",7.0,Wolfberger,France,48.0421083,7.3100843
"Wunsch & Mann winery ,Alsace, Alsace, France",4.0,Wunsch & Mann,France,40.62897,-74.019648
"Yves Leccia winery ,Ile de Beauté, France Other, France",4.0,Yves Leccia,France,37.8749361,-122.2938006
