,country,Variety,Points,Price
1095,US,Siegerrebe,84.0,15.0
1096,US,Silvaner,86.0,14.0
1097,US,Souzao,86.66666666666667,28.0
1098,US,Sparkling Blend,88.96312684365782,36.01032448377581
1099,US,St. Vincent,85.0,24.0
1100,US,Symphony,85.4,15.8
1101,US,Syrah,89.43156596794081,38.91553217821782
1102,US,Syrah-Cabernet,88.14285714285714,37.857142857142854
1103,US,Syrah-Cabernet Franc,90.0,69.0
1104,US,Syrah-Cabernet Sauvignon,89.60714285714286,49.285714285714285
1105,US,Syrah-Grenache,89.3529411764706,35.5
1106,US,Syrah-Grenache-Viognier,90.0,45.0
1107,US,Syrah-Merlot,88.0,59.0
1108,US,Syrah-Mourvèdre,88.3,37.0
1109,US,Syrah-Petit Verdot,94.0,49.0
1110,US,Syrah-Petite Sirah,89.75,40.6875
1111,US,Syrah-Tempranillo,90.16666666666667,44.0
1112,US,Syrah-Viognier,89.625,47.625
1113,US,Sémillon,88.5952380952381,24.88095238095238
1114,US,Tannat,88.27450980392157,37.411764705882355
1115,US,Tannat-Syrah,93.0,40.0
1116,US,Tempranillo,87.66666666666667,33.00291545189504
1117,US,Tempranillo Blend,87.16666666666667,26.166666666666668
1118,US,Tempranillo-Cabernet Sauvignon,92.0,77.5
1119,US,Tempranillo-Garnacha,87.0,27.0
1120,US,Tempranillo-Syrah,91.0,23.0
1121,US,Teroldego,88.125,31.125
1122,US,Tinta Amarela,90.0,30.0
1123,US,Tinta Madeira,89.0,45.0
1124,US,Tocai Friulano,87.46666666666667,20.4
1125,US,Torrontés,89.8,26.8
1126,US,Touriga,89.33333333333333,45.666666666666664
1127,US,Touriga Nacional,86.89473684210526,28.842105263157894
1128,US,Touriga Nacional Blend,93.0,16.0
1129,US,Traminette,84.6,15.1
1130,US,Trebbiano,86.33333333333333,21.0
1131,US,Trousseau Gris,90.0,23.666666666666668
1132,US,Ugni Blanc,90.66666666666667,27.0
1133,US,Valdiguié,87.0,19.0
1134,US,Valvin Muscat,87.0,13.0
1135,US,Verdejo,85.75,18.25
1136,US,Verdelho,87.08333333333333,17.708333333333332
1137,US,Vermentino,87.76086956521739,22.347826086956523
1138,US,Vidal,85.66666666666667,18.333333333333332
1139,US,Vidal Blanc,86.175,25.4
1140,US,Vignoles,85.45454545454545,18.0
1141,US,Viognier,87.8126582278481,24.68702290076336
1142,US,Viognier-Chardonnay,86.0,37.0
1143,US,Viognier-Gewürztraminer,86.0,15.0
1144,US,Viognier-Grenache Blanc,91.0,30.5
1145,US,Viognier-Marsanne,88.0,22.0
1146,US,Viognier-Roussanne,88.0,25.714285714285715
1147,US,Viognier-Valdiguié,84.0,17.0
1148,US,White Blend,87.153125,21.629337539432175
1149,US,White Port,92.0,40.0
1150,US,White Riesling,88.58333333333333,15.916666666666666
1151,US,Zinfandel,87.82810770933234,29.492421441774493
1152,US,Zweigelt,88.14285714285714,27.857142857142858
